IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP106;IP_PROP105;IP_PROP108;IP_PROP104;IP_PROP109;IP_PROP187;IC_GROUP0;IC_GROUP1;IC_GROUP2
479;№СФ/525-2658;7198;N;;;/upload/iblock/711/fsb_525-2658_gate-cp-fw.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-6)</b> соответствует требованиям ФСБ России к устройствам типа <b>межсетевые экраны 4 класса</b> защищенности и может использоваться для защиты информации от несанкционированного доступа в информационных и телекоммуникационных системах органов государственной власти РФ.
</p>";html;;;text;sert-fsb-sf-525-2658;160;;10.03.2018 17:09;20.07.2015 17:08;CP;101;Сертификаты ФСБ России;;Версия 4.1;;
480;№СФ/114-2367;7199;N;;;/upload/iblock/777/fsb_114-2367_client-cp-kc1.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-2367;170;;20.03.2017 17:14;20.03.2014 17:14;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
481;№СФ/124-2368;7200;N;;;/upload/iblock/d1d/fsb_124-2368_client-cp-kc2.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-4)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС2</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-2368;180;;20.03.2017 17:18;20.03.2014 17:18;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
482;№СФ/515-2654;7201;N;;;/upload/iblock/df8/fsb_515-2654_client-cp-fw.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-2)</b> соответствует требованиям ФСБ России к устройствам типа <b>межсетевые экраны 4 класса</b> защищенности и может использоваться для защиты информации от несанкционированного доступа в информационных и телекоммуникационных системах органов государственной власти РФ.
</p>";html;;;text;sert-fsb-sf-515-2654;190;;10.03.2018 17:21;20.07.2015 17:21;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
483;№СФ/525-2655;7202;N;;;/upload/iblock/6e2/fsb_525-2655_client-cp-fw.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-4)</b> соответствует требованиям ФСБ России к устройствам типа <b>межсетевые экраны 4 класса</b> защищенности и может использоваться для защиты информации от несанкционированного доступа в информационных и телекоммуникационных системах органов государственной власти РФ.
</p>";html;;;text;sert-fsb-sf-525-2655;200;;10.03.2018 17:27;20.07.2015 17:27;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
494;№3152;7203;Y;;;/upload/iblock/dc5/fstec_3152_ver-3.11.jpg;"<p>
	 Сертификат удостоверяет, что «CSP VPN Gate. <b>Версия 3.11</b>» является межсетевым экраном, соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, требованиям руководящего документа «Защита от несанкционированного доступа к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля отсутствия недекларированных возможностей» – по 3 уровню контроля, соответствует заданию по безопасности S-Terra.VPN_Gate_3.11.ЗБ., имеет оценочный уровень доверия ОУД4, (усиленный) в соответствии с руководящим документом «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «CSP VPN Gate. <b>Версия 3.11</b>» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах <b>до 1 класса защищенности включительно</b>, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3152;30;;28.04.2017 10:17;28.04.2014 10:16;CP;95;Сертификаты ФСТЭК России;;Версия 3.11;;
494;№3152;7203;Y;;;/upload/iblock/dc5/fstec_3152_ver-3.11.jpg;"<p>
	 Сертификат удостоверяет, что «CSP VPN Gate. <b>Версия 3.11</b>» является межсетевым экраном, соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, требованиям руководящего документа «Защита от несанкционированного доступа к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля отсутствия недекларированных возможностей» – по 3 уровню контроля, соответствует заданию по безопасности S-Terra.VPN_Gate_3.11.ЗБ., имеет оценочный уровень доверия ОУД4, (усиленный) в соответствии с руководящим документом «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «CSP VPN Gate. <b>Версия 3.11</b>» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах <b>до 1 класса защищенности включительно</b>, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3152;30;;28.04.2017 10:17;28.04.2014 10:16;CP;101;Сертификаты ФСТЭК России;;Версия 3.11;;
495;№3153;7204;Y;;;/upload/iblock/c9c/fstec_3153_ver-3.11.jpg;"<p>
	 Сертификат удостоверяет, что «CSP VPN Client. <b>Версия 3.11</b>» является межсетевым экраном, соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, требованиям руководящего документа «Защита от несанкционированного доступа к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля отсутствия недекларированных возможностей» – по 3 уровню контроля, соответствует заданию по безопасности S-Terra.VPN_Client_3.11.ЗБ., имеет оценочный уровень доверия ОУД4, (усиленный) в соответствии с руководящим документом «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «CSP VPN Client. <b>Версия 3.11</b>» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах <b>до 1 класса защищенности включительно</b>, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3153;40;;28.04.2017 10:21;28.04.2014 10:21;CP;67;Сертификаты ФСТЭК России;;Версия 3.11;;
496;№СФ/114-2496;7205;Y;;;/upload/iblock/c0c/fsb-114-2496_ver.3.1.jpg;"<p>
	 Сертификат удостоверяет, что средство криптографической защиты информации (СКЗИ) «Программный комплекс CSP VPN Gate Е» <b>версия 3.1 (исполнение 1) </b>соответствует требованиям ФСБ России к СКЗИ класса<b> КС1</b> и может использоваться для криптографической защиты (защиты трафика на основе шифрования и контроля целостности пакетов по протоколам IPSec ESP и/или IPSec AH, аутентификация при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sf-114-2496;10;;15.08.2016 10:28;01.12.2014 10:28;CP;100;Сертификаты ФСБ России;;Версия 3.1;;
497;№2198;7206;Y;;;/upload/iblock/a44/vstek-gate_2198_ver.3.1.jpg;"<p>
	 Сертификат удостоверяет, что «Шлюз безопасности CSP VPN Gate. <b>Версия 3.1</b>» является программным средством защиты информации, не содержащей сведения, составляющие государственную тайну, обрабатываемой в локальных вычислительных сетях с TCP/IP протоколом, от несанкционированного доступа из внешних вычислительных сетей и соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, а также может использоваться при создании автоматизированных систем до класса защищенности 1Г включительно и для защиты информации в информационных системах персональных данных до 1 класса включительно.
</p>";html;;;text;2198;50;;10.11.2016 10:46;10.11.2010 10:46;CP;95;Сертификаты ФСТЭК России;;Версия 3.1;;
497;№2198;7206;Y;;;/upload/iblock/a44/vstek-gate_2198_ver.3.1.jpg;"<p>
	 Сертификат удостоверяет, что «Шлюз безопасности CSP VPN Gate. <b>Версия 3.1</b>» является программным средством защиты информации, не содержащей сведения, составляющие государственную тайну, обрабатываемой в локальных вычислительных сетях с TCP/IP протоколом, от несанкционированного доступа из внешних вычислительных сетей и соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, а также может использоваться при создании автоматизированных систем до класса защищенности 1Г включительно и для защиты информации в информационных системах персональных данных до 1 класса включительно.
</p>";html;;;text;2198;50;;10.11.2016 10:46;10.11.2010 10:46;CP;101;Сертификаты ФСТЭК России;;Версия 3.1;;
498;№2199;7207;Y;;;/upload/iblock/64d/vstek-client_2199_ver.3.1.jpg;"<p>
	 Сертификат удостоверяет, что «Клиент безопасности CSP VPN Client. <b>Версия 3.1</b>» является программным средством защиты информации, не содержащей сведения, составляющие государственную тайну, обрабатываемой в локальных вычислительных сетях с TCP/IP протоколом, от несанкционированного доступа из внешних вычислительных сетей и соответствует требованиям руководящего документа «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации» – <b>по 3 классу защищенности</b>, а также может использоваться при создании автоматизированных систем до класса защищенности 1Г включительно и для защиты информации в информационных системах персональных данных до 1 класса включительно.
</p>";html;;;text;2199;60;;10.11.2016 10:51;10.11.2010 10:50;CP;67;Сертификаты ФСТЭК России;;Версия 3.1;;
577;№СФ/114-2762;7208;N;;;/upload/iblock/330/sert-fsb-114-2762_klient-m.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1</b> (<b>исполнение 2-1</b>) соответствует ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012 и требованиям ФСБ России к средствам криптографической защиты информации, предназначенным для защиты информации, не содержащей сведений, составляющих государственную тайну, класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPsec AH и/или IPsec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sf-114-2762;310;;03.12.2018 17:23;03.12.2015 17:23;ST;69;Сертификаты ФСБ России;;Версия 4.1;;
7209;№СФ/525-2663;7209;N;;;/upload/iblock/88c/fsb_525-2663_gate-st-fw.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-5)</b> соответствует требованиям ФСБ России к устройствам типа <b>межсетевые экраны 4 класса </b>защищенности и может использоваться для защиты информации от несанкционированного доступа в информационных и телекоммуникационных системах органов государственной власти РФ.
</p>";html;;;text;sert-fsb-sf-525-2663;60;;10.03.2018 16:14;20.07.2015 16:13;ST;95;Сертификаты ФСБ России;;Версия 4.1;;
7209;№СФ/525-2663;7209;N;;;/upload/iblock/88c/fsb_525-2663_gate-st-fw.jpg;"<p>
	Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-5)</b> соответствует требованиям ФСБ России к устройствам типа <b>межсетевые экраны 4 класса </b>защищенности и может использоваться для защиты информации от несанкционированного доступа в информационных и телекоммуникационных системах органов государственной власти РФ.
</p>";html;;;text;sert-fsb-sf-525-2663;60;;10.03.2018 16:14;20.07.2015 16:13;ST;113;Сертификаты ФСБ России;;Версия 4.1;;
7322;№3629;7322;N;;;/upload/iblock/8c8/fstec_3629_marshrutizator-st2911p.jpg;"<p>
	 Сертификат удостоверяет, что <b>интегрированный сервисный маршрутизатор ST2911P с&nbsp;установленным ПО Cisco IOS Version 15.2 (4) M3, ROMMON 15 и ROMMON 16</b>, разработанный компанией Cisco Systems, Inc и производимый ООО «С-Терра СиЭсПи» в&nbsp;соответствии с техническими условиями РЛКЕ.468362.00 ТУ, является программным средством защиты информации, не содержащей сведений, составляющих государственную тайну, обрабатываемой в локальных вычислительных сетях с TCP/IP протоколом, от несанкционированного доступа из внешних вычислительных сетей, соответствует требованиям руководящих документов «Средства вычислительной техники. Межсетевые экраны. Защита от несанкционированного доступа к информации. Показатели защищенности от несанкционированного доступа к информации (Гостехкомиссия России, 1997) – по <b>3 классу</b> защищенности и «Защита от несанкционированного доступа к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля отсутствия недекларированных возможностей» (Гостехкомиссия России, 1999) – по <b>4 уровню</b> контроля при выполнении указаний по эксплуатации, приведенных в формуляре РЛКЕ.468362.001&nbsp;ФО.
</p>";html;;;text;fstek-3629;1030;;30.09.2019 11:44;30.09.2016 11:44;ST;;Сертификаты ФСТЭК России;;Версия 4.1;;
7466;№СФ/114-3042;7466;N;;;/upload/iblock/224/114-3042_исп1-2_КС1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3042;350;;31.12.2018 23:59;20.03.2017;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
7467;№СФ/124-3043;7467;N;;;/upload/iblock/456/124-3043_исп1-4_КС2.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 1-4)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС2</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3043;360;;31.12.2018 23:59;20.03.2017;CP;67;Сертификаты ФСБ России;;Версия 4.1;;
7468;№СФ/114-3044;7468;N;;;/upload/iblock/d69/114-3044_исп3-2_КС1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3044;370;;31.12.2018 23:59;20.03.2017;CP;95;Сертификаты ФСБ России;;Версия 4.1;;
7468;№СФ/114-3044;7468;N;;;/upload/iblock/d69/114-3044_исп3-2_КС1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3044;370;;31.12.2018 23:59;20.03.2017;CP;99;Сертификаты ФСБ России;;Версия 4.1;;
7468;№СФ/114-3044;7468;N;;;/upload/iblock/d69/114-3044_исп3-2_КС1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3044;370;;31.12.2018 23:59;20.03.2017;CP;101;Сертификаты ФСБ России;;Версия 4.1;;
7468;№СФ/114-3044;7468;N;;;/upload/iblock/d69/114-3044_исп3-2_КС1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-2)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3044;370;;31.12.2018 23:59;20.03.2017;CP;119;Сертификаты ФСБ России;;Версия 4.1;;
7469;№СФ/124-3045;7469;N;;;/upload/iblock/b50/124-3045_исп3-4_КС2.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-4)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС2</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3045;380;;31.12.2018 23:59;20.03.2017;CP;95;Сертификаты ФСБ России;;Версия 4.1;;
7469;№СФ/124-3045;7469;N;;;/upload/iblock/b50/124-3045_исп3-4_КС2.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-4)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС2</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3045;380;;31.12.2018 23:59;20.03.2017;CP;101;Сертификаты ФСБ России;;Версия 4.1;;
7469;№СФ/124-3045;7469;N;;;/upload/iblock/b50/124-3045_исп3-4_КС2.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-4)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС2</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3045;380;;31.12.2018 23:59;20.03.2017;CP;104;Сертификаты ФСБ России;;Версия 4.1;;
7470;№СФ/124-3046;7470;N;;;/upload/iblock/995/124-3046_исп3-6_КС3.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-6)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС3</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3046;390;;31.12.2018 23:59;20.03.2017;CP;95;Сертификаты ФСБ России;;Версия 4.1;;
7470;№СФ/124-3046;7470;N;;;/upload/iblock/995/124-3046_исп3-6_КС3.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-6)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.11-94, ГОСТ Р 34.10-2001 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС3</b>&nbsp;и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-124-3046;390;;31.12.2018 23:59;20.03.2017;CP;101;Сертификаты ФСБ России;;Версия 4.1;;
7630;№СФ/114-3074;7630;N;;;/upload/iblock/a07/fsb_114-3074_vpn-E_isp1.jpg;"<p>
	 Сертификат удостоверяет, что изделие «Программно-аппаратный комплекс «С-Терра VPN E» <b>Версия 4.1 (исполнение 1-1)</b> в комплектации согласно формуляру РЛКЕ.00010Е-01 30 01 соответствует требованиям ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012, Требованиям к&nbsp;средствам криптографической защиты информации, предназначенным для защиты информации, не содержащей сведений, составляющих государственную тайну, класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPsec AH и/или IPsec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3074;400;;15.11.2019 11:50;06.03.2017 11:50;ST;120;Сертификаты ФСБ России;;Версия 4.1;;
7631;№СФ/114-3075;7631;N;;;/upload/iblock/c84/fsb_114-3075_vpn-E_isp3.jpg;"<p>
	 Сертификат удостоверяет, что изделие «Программно-аппаратный комплекс «С-Терра VPN E» <b>Версия 4.1 (исполнение 3-1)</b> в комплектации согласно формуляру РЛКЕ.00010Е-01 30 01 соответствует требованиям ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012, Требованиям к&nbsp;средствам криптографической защиты информации, предназначенным для защиты информации, не содержащей сведений, составляющих государственную тайну, класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPsec AH и/или IPsec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3075;410;;15.11.2019 11:56;06.03.2017 11:56;ST;121;Сертификаты ФСБ России;;Версия 4.1;;
7631;№СФ/114-3075;7631;N;;;/upload/iblock/c84/fsb_114-3075_vpn-E_isp3.jpg;"<p>
	 Сертификат удостоверяет, что изделие «Программно-аппаратный комплекс «С-Терра VPN E» <b>Версия 4.1 (исполнение 3-1)</b> в комплектации согласно формуляру РЛКЕ.00010Е-01 30 01 соответствует требованиям ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012, Требованиям к&nbsp;средствам криптографической защиты информации, предназначенным для защиты информации, не содержащей сведений, составляющих государственную тайну, класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPsec AH и/или IPsec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sert-fsb-sf-114-3075;410;;15.11.2019 11:56;06.03.2017 11:56;ST;122;Сертификаты ФСБ России;;Версия 4.1;;
8216;№СФ/СЗИ-0160;8216;N;;;/upload/iblock/58f/fsb_szi-0160_ST2911P_c1.jpg;"<p>
	 Настоящий сертификат удостоверяет, что<br>
	 техническое средство в защищенном исполнении «<b>Интегрированный сервисный маршрутизатор ST2911P</b>» (РЛКЕ.468362.001) с установленным эталонированным программным обеспечением «<b>Программное обеспечение IOS 15.2(4)М3</b>» (РЛКЕ.10005-01), «<b>Программное обеспечение ROMMON 15</b>» (РЛКЕ.10006-01), «<b>Программное обеспечение ROMMON 16</b>» (РЛКЕ.10006-02), изготовленное в соответствии с техническими условиями РЛКЕ.468362.001-01ТУ,<br>
	 соответствует требованиям ФСБ России по защите мультипротокольного оборудования и средств управления мультипротокольным оборудованием от компьютерных атак по уровню защищенности <b>С1</b> и может использоваться для обработки информации, не содержащей сведений, составляющих государственную тайну, при условии выполнения требований предписания на размещение и&nbsp;эксплуатацию №&nbsp;948 от 15&nbsp;августа 2017&nbsp;г.
</p>";html;;;text;sert-fsb-sf-szi-0160;420;;31.08.2020 15:56;08.09.2017 15:56;ST;;Сертификаты ФСБ России;;Версия 4.1;;
8255;№СФ/114-3229;8255;N;;;/upload/iblock/f12/fsb_114-3229_ver4-1_isp3-1_st_kc1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-1)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sertifikat-sootvetstviya-sf-114-3229;10;;15.11.2019 10:33;01.12.2017 10:33;ST;95;Сертификаты ФСБ России;;Версия 4.1;;
8255;№СФ/114-3229;8255;N;;;/upload/iblock/f12/fsb_114-3229_ver4-1_isp3-1_st_kc1.jpg;"<p>
	 Сертификат удостоверяет, что «Программно-аппаратный комплекс «С-Терра VPN» <b>версия 4.1 (исполнение 3-1)</b> соответствует ГОСТ 28147-89, ГОСТ Р 34.10-2012, ГОСТ Р 34.11-2012 и требованиям ФСБ России к шифровальным (криптографическим) средствам класса <b>КС1</b> и может использоваться для криптографической защиты (шифрование и имитозащита пакетов по протоколам IPSec АН и/или IPSec ESP, криптографическая аутентификация абонентов при установлении соединения) информации, не содержащей сведений, составляющих государственную тайну.
</p>";html;;;text;sertifikat-sootvetstviya-sf-114-3229;10;;15.11.2019 10:33;01.12.2017 10:33;ST;99;Сертификаты ФСБ России;;Версия 4.1;;
